,index,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
1792,3610,Desamuduru,2007,148.0,"Action, Drama, Romance",6.2,1608,Puri Jagannadh,Allu Arjun,Hansika Motwani,Pradeep Singh Rawat
1793,3612,Desh,2002,130.0,Drama,4.9,50,Raja Sen,Jaya Bachchan,Sabyasachi Chakrabarty,Subhendu Chatterjee
1794,3617,Desh Drohee,1980,158.0,Action,5.5,11,Prakash Mehra,Saira Banu,Navin Nischol,Rakesh Pandey
1795,3618,Desh Drohi,2008,140.0,"Action, Thriller",1.4,3899,Jagdish A. Sharma,Kamal Rashid Khan,Gracy Singh,Hrishitaa Bhatt
1796,3619,Desh Ke Dushman,1989,133.43912352005654,Action,3.9,14,Swaroop Kumar,Raaj Kumar,Navin Nischol,Aditya Pancholi
1797,3621,Desh Premee,1982,165.0,"Action, Comedy, Drama",6.0,536,Manmohan Desai,Amitabh Bachchan,Hema Malini,Navin Nischol
1798,3623,Deshwasi,1991,145.0,"Action, Crime, Drama",3.6,12,Rajiv Goswami,Tom Alter,Mahesh Bhatt,Poonam Dhillon
1799,3624,Desi Boyz,2011,122.0,"Comedy, Drama",5.7,13203,Rohit Dhawan,Akshay Kumar,John Abraham,Deepika Padukone
1800,3625,Desi Kattey,2014,139.0,Action,4.0,126,Kumar Anand,Akhil Kapur,Tia Bajpai,Jay Bhanushali
1801,3632,Detective,1958,114.0,Mystery,6.4,15,Shakti Samanta,Pradeep Kumar,Mala Sinha,Johnny Walker
1802,3633,Detective Byomkesh Bakshy!,2015,139.0,"Action, Crime, Drama",7.7,21107,Dibakar Banerjee,Sushant Singh Rajput,Anand Tiwari,Neeraj Kabi
1803,3634,Detective Naani,2009,140.0,"Crime, Drama, Family",6.2,76,Romilla Mukherjee,Ava Mukherjee,Zain Khan,Simran Singh
1804,3635,Dev,2004,172.0,Drama,6.9,1332,Govind Nihalani,Amitabh Bachchan,Om Puri,Fardeen Khan
1805,3636,Dev Anand in Goa (Alias Farar),1955,133.43912352005654,"Action, Drama, Romance",5.8,16,Phani Majumdar,Dev Anand,Geeta Bali,Manmohan Krishna
1806,3640,Dev.D,2009,144.0,"Drama, Romance",8.0,29283,Anurag Kashyap,Abhay Deol,Mahie Gill,Kalki Koechlin
1807,3643,Devaki,2005,87.0,Drama,4.2,31,Bappaditya Bandopadhyay,Ram Kapoor,Suman Ranganath,Arvin Tucker
1808,3645,Devar,1966,156.0,"Crime, Drama, Romance",7.2,81,Mohan Segal,Dharmendra,Sharmila Tagore,Shashikala
1809,3647,Devar Bhabhi,1958,133.43912352005654,Drama,6.5,6,Kedar Kapoor,Rajendra Kumar,Leela Mishra,Ram Mohan
1810,3649,Devata,1978,148.0,"Drama, Family",7.1,50,S. Ramanathan,Sanjeev Kumar,Shabana Azmi,Rakesh Roshan
1811,3651,Devdas,2002,185.0,"Drama, Musical, Romance",7.6,39573,Sanjay Leela Bhansali,Shah Rukh Khan,Aishwarya Rai Bachchan,Madhuri Dixit
1812,3652,Devdas,1936,139.0,"Drama, Romance",6.2,91,P.C. Barua,K.L. Saigal,A.H. Shore,Pahadi Sanyal
1813,3653,Devdas,1955,159.0,"Drama, Musical, Romance",7.9,1731,Bimal Roy,Dilip Kumar,Suchitra Sen,Vyjayanthimala
1814,3655,Devi,1970,133.43912352005654,"Drama, Family",6.6,19,V. Madhusudan Rao,Nutan,Sanjeev Kumar,Rehman
1815,3656,Devi Ahilya Bai,2002,146.0,"Biography, Drama, History",6.6,17,Jayoo,Natiker,Sadashiv Amrapurkar,Shabana Azmi
1816,3658,Devi Aur Hero,2019,117.0,Drama,7.8,15,Aditya Kripalani,Ahmareen Anjum,Chitrangada Chakraborty,Vibhawari Deshpande
1817,3661,Devi Durga Shakti,2001,133.43912352005654,Fantasy,5.6,16,Pughalmani,Devayani,Meena,Varalakshmi P.R.
1818,3662,Devi Maa,2006,133.43912352005654,Fantasy,6.6,14,Ramanarayanan,Meena,Charan Raj,Ramki
1819,3665,Devi Putrudu,2004,161.0,"Action, Drama, Fantasy",5.8,260,Kodi Ramakrishna,Venkatesh Daggubati,Anjala Zaveri,Soundarya
1820,3666,Devil (Maupassant's Le Diable),2019,79.0,Drama,5.2,16,Kshitij Sharma,Kshitij Sharma,Anoma Pabuwal,Deeya Dey
1821,3667,Devil's Daughter,2019,89.0,"Comedy, Drama, Fantasy",2.6,172,Ghorban Mohammadpour,Hamid Farokhnezhad,Esha Gupta,Jackie Shroff
1822,3670,Devta,1956,178.0,"Adventure, Drama",5.7,16,Pattanna,Vyjayanthimala,Anjali Devi,Gemini Ganesan
1823,3671,Devta,1998,177.0,Action,3.5,21,Jagdish A. Sharma,Arun Bakshi,Mithun Chakraborty,Mushtaq Khan
1824,3673,Dhaad,2018,135.0,Action,5.5,13,Paresh Naik,Sameera Awasthi,Nandita Das,Sandeep Kulkarni
1825,3674,Dhaai Akshar Prem Ke,2000,167.0,"Drama, Romance",3.7,1313,Raj Kanwar,Abhishek Bachchan,Aishwarya Rai Bachchan,Amrish Puri
1826,3676,Dhaal: The Battle of Law Against Law,1997,148.0,"Action, Drama",5.1,68,Sameer Malkan,Vinod Khanna,Sunil Shetty,Gautami
1827,3678,Dhadak,1998,133.43912352005654,Romance,6.1,7,Sanjeev Naik,Deepak Deulkar,Shoaib Khan,Harsha Mehra
1828,3679,Dhadak,2018,138.0,"Drama, Romance",4.5,9399,Shashank Khaitan,Janhvi Kapoor,Ishaan Khattar,Ashutosh Rana
1829,3680,Dhadkan,2000,161.0,"Drama, Romance",6.5,6953,Dharmesh Darshan,Akshay Kumar,Shilpa Shetty Kundra,Sunil Shetty
1830,3682,Dhadkanein,2006,146.0,"Action, Crime, Drama",4.4,12,Imran Khalid,Attin Bhalla,Preeti,Harsh Chhaya
1831,3688,Dhamaal,2007,136.0,"Action, Adventure, Comedy",7.3,13878,Indra Kumar,Sanjay Dutt,Riteish Deshmukh,Arshad Warsi
1832,3691,Dhamkee,1973,132.0,"Action, Crime, Drama",5.4,14,Kalpataru,Vinod Khanna,Kumkum,Mehmood Jr.
1833,3692,Dhamkee,2005,133.43912352005654,"Action, Thriller",2.5,15,Aziz Chhapra,Rajat Bedi,Shweta Menon,Sadhika
1834,3694,Dhan Daulat,1980,146.0,Drama,6.5,57,Harish Shah,Rishi Kapoor,Neetu Singh,Pran
1835,3695,Dhan Dhana Dhan Goal,2007,167.0,"Drama, Sport",5.0,2410,Vivek Agnihotri,John Abraham,Arshad Warsi,Bipasha Basu
1836,3702,Dhanwaan,1993,123.0,"Comedy, Drama, Romance",3.4,252,K. Viswanath,Ajay Devgn,Manisha Koirala,Karisma Kapoor
1837,3706,Dhanwan,1981,152.0,"Crime, Drama, Family",7.3,55,Surendra Mohan,Rajesh Khanna,Reena Roy,Rakesh Roshan
1838,3709,Dhara,2008,95.0,"Drama, Romance",4.3,11,Masud Mirza,Sudhanshu Pandey,Hrishitaa Bhatt,Anuj Punj
1839,3710,Dhara 302,2016,148.0,Drama,4.4,16,Jitendra Singh Naruka,Muntazir Ahmad,Dipti Dhotre,Dipti
1840,3713,Dharam Kanta,1982,133.43912352005654,"Action, Drama",6.2,77,Sultan Ahmed,Raaj Kumar,Rajesh Khanna,Jeetendra
1841,3714,Dharam Kanta,1991,133.43912352005654,Action,5.8,10,Kodanda Rami Reddy A.,Nagarjuna Akkineni,Ramya Krishnan,Akkineni Nageshwara Rao
1842,3715,Dharam Karam,1975,159.0,"Family, Drama",6.0,140,Randhir Kapoor,Raj Kapoor,Randhir Kapoor,Rekha
1843,3716,Dharam Sankat,1991,155.0,"Action, Drama",3.5,21,N.D. Kothari,Vinod Khanna,Amrita Singh,Sahila Chaddha
1844,3717,Dharam Sankat Mein,2015,129.0,Comedy,6.3,2118,Fuwad Khan,Naseeruddin Shah,Paresh Rawal,Annu Kapoor
1845,3719,Dharam Shatru,1988,133.43912352005654,"Action, Crime, Thriller",4.3,7,Harmesh Malhotra,Shatrughan Sinha,Reena Roy,Mahesh Anand
1846,3720,Dharam Veer,1977,165.0,"Action, Adventure, Comedy",6.7,715,Manmohan Desai,Dharmendra,Zeenat Aman,Jeetendra
1847,3721,Dharamyudh,1988,133.43912352005654,"Drama, Mystery, Thriller",5.8,24,Sudarshan Nag,Sunil Dutt,Shatrughan Sinha,Kimi Katkar
1848,3724,Dharavi,1992,120.0,"Crime, Drama",7.0,289,Sudhir Mishra,Somesh Agarwal,Shabana Azmi,Pramod Bala
1849,3725,Dharini,2002,133.43912352005654,Drama,6.3,12,Susant Misra,Ragesh Asthana,Ashok Chaudhary,Robin Das
1850,3726,Dharkan,1972,133.43912352005654,"Action, Family, Thriller",6.7,26,Devendra Goel,Sanjay Khan,Mumtaz,Rajendranath Malhotra
1851,3728,Dharm Adhikari,1986,159.0,"Action, Comedy, Drama",5.8,94,K. Raghavendra Rao,M. Madhusudhana Rao,Dilip Kumar,Jeetendra
1852,3729,Dharm Aur Qanoon,1984,133.43912352005654,"Adventure, Crime, Thriller",6.7,37,Joshiy,Rajesh Khanna,Dharmendra,Vinod Mehra
1853,3730,Dharma,1973,133.43912352005654,"Action, Comedy, Crime",7.0,26,Chand,Pran,Navin Nischol,Rekha
1854,3732,Dharma Karma,1997,128.0,"Action, Drama",5.8,34,Ravi Varma,Gajendra Chauhan,Dan Dhanoa,Dharmendra
1855,3738,Dharmatma,1975,163.0,"Action, Romance, Thriller",6.7,295,Feroz Khan,Prem Nath,Feroz Khan,Hema Malini
1856,3740,Dharmputra,1961,150.0,Drama,7.3,87,Yash Chopra,Mala Sinha,Shashi Kapoor,Rehman
1857,3741,Dharti,1970,133.43912352005654,"Action, Adventure, Drama",6.7,41,C.V. Sridhar,Rajendra Kumar,Waheeda Rehman,Balraj Sahni
1858,3743,Dharti,2011,126.0,"Crime, Drama, Thriller",7.0,357,Navaniat Singh,Jimmy Sheirgill,Surveen Chawla,Japji Khaira
1859,3745,Dharti Kahe Pukar Ke,1969,133.43912352005654,"Drama, Romance",7.4,59,Dulal Guha,Nanda,Jeetendra,Sanjeev Kumar
1860,3747,Dharti Ke Lal,1950,125.0,"Drama, History",6.4,16,Khwaja Ahmad Abbas,Rashid Ahmed,Hameed Butt,Usha Dutta
1861,3750,Dhartiputra,1993,133.43912352005654,"Action, Drama",6.1,68,Iqbal Durrani,Mammootty,Jaya Prada,Rishi Kapoor
1862,3751,Dhat Tere... Ki,1983,133.43912352005654,Comedy,6.2,12,Meraj,Ravi Baswani,Abhi Bhattacharya,Akhil Mishra
1863,3752,Dheet Patangey,2020,133.43912352005654,"Drama, Romance, Sport",7.3,64,Ravi Adhikari,Muntazir Ahmad,Ali Murad,Priya Banerjee
1864,3753,Dhh,2017,128.0,"Drama, Family",7.8,235,Manish Saini,Naseeruddin Shah,Kahaan,Karan Patel
1865,3754,Dhill,2001,158.0,"Action, Drama",7.0,810,Dharani,Vikram,Laila,Ashish Vidyarthi
1866,3755,Dhira,2020,117.0,Animation,6.5,388,Arun Kumar Rapolu,Vivek Oberoi,Vijay Sethupathi,Sai Srinivas Bellamkonda
1867,3758,Dhobi Ghat,2010,100.0,Drama,7.0,12695,Kiran Rao,Prateik,Monica Dogra,Kriti Malhotra
1868,3762,Dhokha,2007,117.0,"Action, Drama, Romance",6.2,455,Pooja Bhatt,Muzamil Ibrahim,Tulip Joshi,Aushima Sawhney
1869,3763,Dhol,2007,145.0,"Comedy, Crime, Mystery",6.3,5501,Priyadarshan,Aman Ullah,Sharman Joshi,Tusshar Kapoor
1870,3765,Dholak,1951,155.0,"Comedy, Romance",6.3,6,Roop K. Shorey,Ajit,Meena Shorey,Shyamlal
1871,3766,Dhongee,1979,122.0,"Action, Comedy, Drama",4.5,22,Ashok Roy,Randhir Kapoor,Neetu Singh,Asrani
1872,3767,Dhool Ka Phool,1959,153.0,Drama,6.7,158,Yash Chopra,Mala Sinha,Rajendra Kumar,Nanda
1873,3768,Dhoom,2004,129.0,"Action, Crime, Drama",6.7,18768,Sanjay Gadhvi,Abhishek Bachchan,John Abraham,Uday Chopra
1874,3769,Dhoom 2,2006,152.0,"Action, Crime, Thriller",6.5,24610,Sanjay Gadhvi,Hrithik Roshan,Abhishek Bachchan,Aishwarya Rai Bachchan
1875,3770,Dhoom 3,2013,172.0,"Action, Crime, Thriller",5.4,43831,Vijay Krishna Acharya,Aamir Khan,Katrina Kaif,Abhishek Bachchan
1876,3771,Dhoom Dadakka,2008,128.0,"Comedy, Crime, Drama",3.4,87,Shashi Ranjan,Jackie Shroff,Anupam Kher,Satish Shah
1877,3775,Dhoon,1953,133.43912352005654,"Drama, Romance",7.0,29,M. Kumar,Eddie Billimoria,Raj Kapoor,M. Kumar
1878,3776,Dhoondte Reh Jaaoge!,1998,133.43912352005654,"Comedy, Drama, Family",4.8,40,Kumar Bhatia,Amar Upadhyay,Antara Mali,Tinnu Anand
1879,3777,Dhoondte Reh Jaoge,2009,131.0,"Comedy, Drama",5.6,751,Umesh Shukla,Paresh Rawal,Kunal Khemu,Sonu Sood
1880,3778,Dhoop,2003,126.0,Drama,7.2,242,Ashwini Chaudhary,Om Puri,Revathi,Gul Panag
1881,3782,Dhoop Chhaon,1977,133.43912352005654,Drama,5.5,30,Prahlad Sharma,Sanjeev Kumar,Hema Malini,Yogeeta Bali
1882,3784,Dhoti Lota Aur Chowpatty,1975,139.0,Comedy,4.5,19,Mohan Choti,Bindu,Laxmi Chhaya,Mohan Choti
1883,3789,Dhruvanakshatram,1989,147.0,"Action, Drama",8.1,90,Y. Nageswara Rao,Mohan Babu,Brahmanandam,Venkatesh Daggubati
1884,3792,Dhuan,1981,152.0,Drama,7.2,78,Dulal Guha,Rakhee Gulzar,Mithun Chakraborty,Ranjeeta Kaur
1885,3796,Dhumm,2002,139.0,"Action, Drama, Family",6.9,58,M.S. Ramesh,Sudeep,Rakshitha,Srinath
1886,3798,Dhund,1973,130.0,"Drama, Mystery, Thriller",7.2,529,B.R. Chopra,Navin Nischol,Zeenat Aman,Sanjay Khan
1887,3799,Dhund: The Fog,2003,153.0,"Adventure, Horror, Mystery",2.4,247,Shyam Ramsay,Amar Upadhyay,Aditi Govitrikar,Apoorva Agnihotri
1888,3802,Dhuusar,2019,106.0,"Biography, Crime, Drama",8.9,47,Snehashish Mondal,Soumi Saha,Arpita Banerjee,Ritwik Bhowmik
1889,3805,Dial 100,1982,145.0,"Action, Crime, Drama",6.1,17,S. Ramanathan,Ashok Kumar,Vinod Mehra,Bindiya Goswami
1890,3809,Diamond Queen,1940,155.0,"Action, Adventure",6.1,31,Homi Wadia,Fearless Nadia,Radharani,Nazira
1891,3812,Diary of a Butterfly,2012,97.0,Drama,3.6,88,Vinod Mukhi,Udita Goswami,Sofia Hayat,Ronny Jhutti
1892,3816,Didi,1959,133.43912352005654,Drama,8.0,32,K. Narayan Kale,Sunil Dutt,Shubha Khote,Feroz Khan
1893,3817,Didi,1989,59.0,"Drama, Family",7.6,7,Tapan Sinha,Gyanesh Mukherjee,Deepti Naval,Ritesh Talwar
1894,3819,Diksha,1991,120.0,Drama,7.0,170,Arun Kaul,Sulabha Arya,Vijay Kashyap,Anubhav Mishra
1895,3820,Dil,1990,172.0,"Comedy, Drama, Romance",6.7,5017,Indra Kumar,Aamir Khan,Madhuri Dixit,Saeed Jaffrey
1896,3823,Dil Aashna Hai (...The Heart Knows),1992,164.0,"Drama, Romance",5.0,1536,Hema Malini,Jeetendra,Mithun Chakraborty,Dimple Kapadia
1897,3825,Dil Apna Aur Preet Parai,1960,133.43912352005654,"Musical, Romance",6.6,125,Kishore Sahu,Raaj Kumar,Meena Kumari,Nadira
1898,3826,Dil Aur Deewaar,1978,156.0,"Action, Crime, Drama",5.5,30,K. Bapaiah,Jeetendra,Moushumi Chatterjee,Rakesh Roshan
1899,3827,Dil Aur Mohabbat,1968,137.0,Action,6.1,20,Anand Dutta,Ashok Kumar,Joy Mukherjee,Sharmila Tagore
1900,3829,Dil Bechara,2020,101.0,"Comedy, Drama, Romance",6.6,117377,Mukesh Chhabra,Sushant Singh Rajput,Sanjana Sanghi,Sahil Vaid
1901,3830,Dil Bechara Pyaar Ka Maara,2004,133.43912352005654,"Comedy, Romance",5.4,53,Onkar Nath Mishra,Vikaas Kalantari,Aslam Khan,Divya Palat
1902,3831,Dil Bhi Khaali Jeb Bhi Khaali,2014,133.43912352005654,Action,5.5,11,Jagdish Sidana,Ayesha Jhulka,Kader Khan,Anil Kochar
1903,3832,Dil Bhi Tera Hum Bhi Tere,1960,133.43912352005654,"Drama, Romance",6.8,32,Arjun Hingorani,Balraj Sahni,Kumkum,Sushil
1904,3833,Dil Bole Hadippa!,2009,148.0,"Comedy, Drama, Romance",4.6,3902,Anurag Singh,Shahid Kapoor,Rani Mukerji,Anupam Kher
1905,3835,Dil Chahta Hai,2001,183.0,"Comedy, Drama, Romance",8.1,68138,Farhan Akhtar,Aamir Khan,Saif Ali Khan,Akshaye Khanna
1906,3837,Dil Daulat Duniya,1972,133.43912352005654,"Comedy, Drama",6.8,56,Prem Narayan Arora,Rajesh Khanna,Sadhana,Ashok Kumar
1907,3838,Dil Deke Dekho,1959,187.0,"Musical, Romance",7.0,146,Nasir Hussain,Shammi Kapoor,Asha Parekh,Sulochana Latkar
1908,3839,Dil Dhadakne Do,2015,170.0,"Comedy, Drama, Romance",6.9,15722,Zoya Akhtar,Anil Kapoor,Shefali Shah,Priyanka Chopra Jonas
1909,3840,Dil Diwana,1974,134.0,"Comedy, Romance",6.2,33,Narendra Bedi,Randhir Kapoor,Jaya Bachchan,Satyendra Kapoor
1910,3841,Dil Diya Dard Liya,1966,169.0,"Drama, Musical, Romance",6.4,119,Abdul Rashid Kardar,Dilip Kumar,Dilip Kumar,Waheeda Rehman
1911,3842,Dil Diya Hai,2006,121.0,"Drama, Romance, Thriller",3.5,473,Aditya Datt,Emraan Hashmi,Ashmit Patel,Geeta Basra
1912,3843,Dil Dosti Etc,2007,112.0,"Comedy, Crime, Drama",7.0,2793,Manish Tiwary,Imaaduddin Shah,Shreyas Talpade,Smriti Mishra
1913,3845,Dil Ek Mandir,1963,148.0,"Drama, Musical, Romance",6.7,129,C.V. Sridhar,Meena Kumari,Rajendra Kumar,Raaj Kumar
1914,3848,Dil Hai Betaab,1993,157.0,"Action, Drama, Romance",3.1,114,K.C. Bokadia,Vivek Mushran,Ajay Devgn,Pratibha Sinha
1915,3849,Dil Hai Ki Manta Nahin,1991,154.0,"Adventure, Comedy, Drama",7.3,4087,Mahesh Bhatt,Aamir Khan,Pooja Bhatt,Anupam Kher
1916,3850,Dil Hai Tumhaara,2002,185.0,"Drama, Romance",5.3,1720,Kundan Shah,Arjun Rampal,Preity Zinta,Mahima Chaudhry
1917,3851,Dil Hi Dil Mein,1982,133.43912352005654,"Drama, Romance",3.6,5,Desh Gautam,Manju Bhatia,Dhumal,Iftekhar
1918,3852,Dil Hi To Hai,1963,128.0,"Comedy, Drama, Romance",7.1,122,C.L. Rawal,P.L. Santoshi,Raj Kapoor,Nutan
1919,3853,Dil Hi To Hai,1992,164.0,"Drama, Romance",5.1,102,Asrani,Divya Bharti,Gulshan Grover,Amjad Khan
1920,3854,Dil Jo Bhi Kahey...,2005,144.0,"Drama, Romance",4.6,332,Romesh Sharma,Amitabh Bachchan,Revathi,Karan Sharma
1921,3855,Dil Jo Na Keh Saka,2017,130.0,Romance,5.3,103,Naresh Lalwani,Himansh Kohli,Priya Banerjee,Bhuvnesh Mann
1922,3856,Dil Juunglee,2018,124.0,"Comedy, Romance",3.7,417,Aleya Sen,Taapsee Pannu,Saqib Saleem,Nidhi Singh
1923,3858,Dil Ka Doctor,1995,133.43912352005654,Comedy,3.5,21,Avtar Bhogal,Anupam Kher,Mahmud Babai,Nimai Bali
1924,3859,Dil Ka Kya Kasoor,1992,157.0,"Musical, Romance",5.7,191,Lawrence D'Souza,Prithvi,Divya Bharti,Sanam
1925,3860,Dil Ka Raaja,1972,133.43912352005654,"Comedy, Drama",5.6,13,P. Madhavan,Ajit,Indrani Mukherjee,Master Anil
1926,3861,Dil Ka Rishta,2003,150.0,"Drama, Musical, Romance",4.8,1615,Naresh Malhotra,Arjun Rampal,Aishwarya Rai Bachchan,Priyanshu Chatterjee
1927,3863,Dil Ka Sauda,2014,136.0,"Action, Crime, Drama",5.3,6,Lalji B. Yadav,Dilip Tadeshwar,Rakhi Sawant,Donny Kapoor
1928,3864,Dil Kaa Heera,1979,133.43912352005654,Drama,6.6,29,Dulal Guha,Dharmendra,Hema Malini,Abhi Bhattacharya
1929,3865,Dil Kabaddi,2008,120.0,"Comedy, Drama",5.7,653,Anil Senior,Irrfan Khan,Rahul Bose,Rahul Khanna
1930,3866,Dil Ke Jharoke Main,1997,133.43912352005654,"Musical, Romance",3.8,28,Ashim Bhattacharya,Aparajita,Vikas Bhalla,Chandrashekhar
1931,3867,Dil Ke Pechey Pechey',2005,110.0,"Drama, Thriller",4.9,12,Gopal Malhotra,Ashutosh Rana,Divya Dutta,Abbas
1932,3869,Dil Ki Baazi,1993,162.0,"Action, Drama",5.3,494,Anil Ganguly,Rakhee Gulzar,Avinash Wadhawan,Akshay Kumar
1933,3876,Dil Ki Rahen,1973,133.43912352005654,"Drama, Family",7.3,6,B.R. Ishara,Rakesh Pandey,Rehana Sultan,Sulochana Latkar
1934,3877,Dil Kitna Nadan Hai,1997,133.43912352005654,"Drama, Musical, Romance",5.8,24,Ravi Rai,Raja Bherwani,Raageshwari,Kiran Kumar
1935,3878,Dil Kya Kare,1999,158.0,"Drama, Musical, Romance",5.1,1102,Prakash Jha,Ajay Devgn,Mahima Chaudhry,Kajol
1936,3881,Dil Maange More!!!,2004,123.0,"Musical, Romance",5.2,1808,Ananth Narayan Mahadevan,Shahid Kapoor,Ayesha Takia,Tulip Joshi
1937,3884,Dil Ne Jise Apna Kaha,2004,135.0,"Drama, Romance",4.4,1716,Atul Agnihotri,Salman Khan,Preity Zinta,Bhoomika Chawla
1938,3885,Dil Ne Phir Yaad Kiya,2001,133.43912352005654,"Drama, Musical, Romance",3.3,106,Rajat Rawail,Govinda,Tabu,Faraaz Khan
1939,3886,Dil Ne Phir Yaad Kiya,1966,133.43912352005654,"Drama, Romance",5.8,60,C.L. Rawal,Nutan,Dharmendra,Rehman
1940,3887,Dil Ne Pukara,1967,173.0,"Drama, Romance",7.0,28,Mohan J. Bijlani,Shashi Kapoor,Sanjay Khan,Rajshree
1941,3888,Dil Pardesi Ho Gayaa,2003,150.0,"Romance, Drama",4.8,91,Saawan Kumar Tak,Kapil Jhaveri,Saloni Aswani,Amrish Puri
1942,3889,Dil Pe Mat Le Yaar!!,2000,148.0,Drama,5.0,213,Hansal Mehta,Manoj Bajpayee,Tabu,Saurabh Shukla
1943,3890,Dil Sala Sanki,2016,110.0,Romance,5.0,21,Sushikailash,Shagufta Ali,Hrishitaa Bhatt,Avtar Gill
1944,3891,Dil Se Mile Dil,1978,133.43912352005654,Romance,4.3,11,Bhisham Kohli,Bhisham Kohli,Shyamalee,Om Shivpuri
1945,3892,Dil Se Pooch... Kidhar Jaana Hai,2006,133.43912352005654,Drama,6.7,14,Shrirang Dhhavale,Aditya Srivastav,Vani Tripathi,Rohitash Gaud
1946,3894,Dil Se..,1998,163.0,"Drama, Romance",7.6,27393,Mani Ratnam,Shah Rukh Khan,Manisha Koirala,Preity Zinta
1947,3895,Dil Tera Aashiq,1993,151.0,"Comedy, Drama, Romance",5.1,720,Lawrence D'Souza,Madhuri Dixit,Salman Khan,Kader Khan
1948,3896,Dil Tera Diwana,1962,150.0,"Comedy, Romance",7.0,94,B. Ramakrishnaiah Panthulu,Shammi Kapoor,Mala Sinha,Mehmood
1949,3897,Dil Tera Diwana,1996,139.0,"Drama, Mystery",5.0,185,Lawrence D'Souza,Saif Ali Khan,Twinkle Khanna,Shatrughan Sinha
1950,3898,Dil to Pagal Hai,1997,180.0,"Comedy, Drama, Musical",7.0,21182,Yash Chopra,Shah Rukh Khan,Madhuri Dixit,Karisma Kapoor
1951,3899,Dil Toh Baccha Hai Ji,2011,143.0,"Comedy, Drama, Romance",5.8,3723,Madhur Bhandarkar,Ajay Devgn,Emraan Hashmi,Omi Vaidya
1952,3900,Dil Toh Deewana Hai,2016,135.0,"Drama, Romance",6.5,17,Raja Bundela,Zeenat Aman,Raj Babbar,Meenu Bhardwaj
1953,3901,Dil Tujhko Diya,1987,127.0,Romance,5.0,22,Rakesh Kumar,Kumar Gaurav,Rati Agnihotri,Mala Sinha
1954,3902,Dil Vil Pyar Vyar,2002,150.0,"Drama, Musical, Romance",5.3,454,Ananth Narayan Mahadevan,Madhavan,Jimmy Sheirgill,Sanjay Suri
1955,3903,Dil... Akhir Dil Hai,1982,216.0,Drama,5.5,15,Esmayeel Shroff,Rakhee Gulzar,Parveen Babi,Naseeruddin Shah
1956,3908,Dilbar,1994,138.0,"Drama, Romance",3.8,21,B. Krishna Rao,Mamta Kulkarni,Rishikesh Raj,Nawaz Khan
1957,3910,Dildaar,1977,165.0,"Action, Comedy, Drama",4.5,18,K. Bapaiah,Jeetendra,Rekha,Sujit Kumar
1958,3912,Dil-E-Nadaan,1982,133.43912352005654,"Drama, Romance",6.3,37,C.V. Sridhar,Rajesh Khanna,Jaya Prada,Shatrughan Sinha
1959,3913,Dil-E-Nadan,1953,142.0,Romance,6.7,10,Abdul Rashid Kardar,Talat Mahmood,Shyama,Shyam Kumar
1960,3914,Diler,1979,133.43912352005654,Action,6.4,9,K.S.R. Das,Rajinikanth,Kavita,Vishnuvardhan
1961,3920,Diljalaa,1987,140.0,"Action, Drama",5.1,23,Bapu,Jackie Shroff,Farha Naaz,Tanuja
1962,3921,Diljale,1996,159.0,"Action, Drama, Romance",5.8,1559,Harry Baweja,Ajay Devgn,Sonali Bendre,Amrish Puri
1963,3923,Dil-Ki-Rani (Sweet-Heart),1947,130.0,"Comedy, Romance",7.4,64,Mohan Sinha,Raj Kapoor,Madhubala,Shyam Sunder
1964,3925,Dillagi,1978,133.43912352005654,"Comedy, Romance",6.9,206,Basu Chatterjee,Dharmendra,Hema Malini,Mithu Mukherjee
1965,3926,Dillagi,1999,188.0,"Drama, Musical, Romance",5.3,1076,Sunny Deol,Sunny Deol,Bobby Deol,Urmila Matondkar
1966,3927,Dillagi,1966,146.0,"Comedy, Drama, Romance",6.3,18,S.N. Banerjee,Mala Sinha,Sanjay Khan,Nazima
1967,3931,Dilli Ka Thug,1958,133.43912352005654,"Action, Comedy, Crime",6.8,56,S.D. Narang,Kishore Kumar,Nutan,Amar
1968,3933,Dilliwaali Zaalim Girlfriend,2015,121.0,"Comedy, Drama",3.7,176,Japinder Kaur Baweja,Ira Dubey,Natalia Kapchuk,Vijay Meenu
1969,3937,Dilruba,1950,123.0,"Crime, Drama, Mystery",7.1,30,Dwarka Khosla,Rehana,Dev Anand,Cuckoo
1970,3939,Dilwaala,1986,160.0,"Action, Comedy, Drama",3.7,1134,K. Muralimohana Rao,Mithun Chakraborty,Smita Patil,Meenakshi Sheshadri
1971,3940,Dilwale,1994,172.0,"Action, Drama, Romance",5.7,2755,Harry Baweja,Ajay Devgn,Sunil Shetty,Raveena Tandon
1972,3941,Dilwale,2015,158.0,"Action, Comedy, Drama",5.1,32366,Rohit Shetty,Shah Rukh Khan,Kajol,Varun Dhawan
1973,3942,Dilwale Dulhania Le Jayenge,1995,181.0,"Drama, Romance",8.1,65134,Aditya Chopra,Shah Rukh Khan,Kajol,Amrish Puri
1974,3943,Dilwale Dulhaniya Le Jayenge,1980,120.0,Romance,7.2,58,Rajendra Singh 'Atish',Beena Banerjee,Desh Gautam,Tariq Shah
1975,3944,Dilwale Kabhi Na Hare,1992,133.43912352005654,Romance,3.5,13,V. Menon,Rahul Roy,Prithvi,Nagma
